avg_dec,dim,numTrials,rankTrue
2.70720469087,10.0,100000.0,1.0
1.85585880626,10.0,100000.0,2.0
1.32140688497,10.0,100000.0,3.0
0.940754781298,10.0,100000.0,4.0
0.65335137127,10.0,100000.0,5.0
0.432017030665,10.0,100000.0,6.0
0.260980195164,10.0,100000.0,7.0
0.133697376061,10.0,100000.0,8.0
0.0424058248095,10.0,100000.0,9.0
2.9537114522,11.0,100000.0,1.0
0.0386590643112,11.0,100000.0,10.0
2.07505539738,11.0,100000.0,2.0
1.51888150593,11.0,100000.0,3.0
1.11745686515,11.0,100000.0,4.0
0.811528016831,11.0,100000.0,5.0
0.571943941623,11.0,100000.0,6.0
0.382361308488,11.0,100000.0,7.0
0.233665240453,11.0,100000.0,8.0
0.120670787886,11.0,100000.0,9.0
3.19280485328,12.0,100000.0,1.0
0.109940928226,12.0,100000.0,10.0
2.28986992272,12.0,100000.0,2.0
1.71332374765,12.0,100000.0,3.0
1.29412213746,12.0,100000.0,4.0
0.971856662497,12.0,100000.0,5.0
0.715656118214,12.0,100000.0,6.0
0.510074109441,12.0,100000.0,7.0
0.344048613288,12.0,100000.0,8.0
0.211760270834,12.0,100000.0,9.0
3.42372887248,13.0,100000.0,1.0
0.1928999734,13.0,100000.0,10.0
2.49876105871,13.0,100000.0,2.0
1.90434777697,13.0,100000.0,3.0
1.46865402516,13.0,100000.0,4.0
1.13061176021,13.0,100000.0,5.0
0.860201109098,13.0,100000.0,6.0
0.639952259062,13.0,100000.0,7.0
0.459765096782,13.0,100000.0,8.0
0.31189053391,13.0,100000.0,9.0
3.64563678127,14.0,100000.0,1.0
0.286565297008,14.0,100000.0,10.0
2.70132599937,14.0,100000.0,2.0
2.09067785212,14.0,100000.0,3.0
1.64128779719,14.0,100000.0,4.0
1.29004979581,14.0,100000.0,5.0
1.00683873579,14.0,100000.0,6.0
0.773867204255,14.0,100000.0,7.0
0.58023364812,14.0,100000.0,8.0
0.419780906642,14.0,100000.0,9.0
3.86199765189,15.0,100000.0,1.0
0.385642285653,15.0,100000.0,10.0
2.89832724528,15.0,100000.0,2.0
2.27348275333,15.0,100000.0,3.0
1.81096097361,15.0,100000.0,4.0
1.44821463315,15.0,100000.0,5.0
1.15311671803,15.0,100000.0,6.0
0.908456785593,15.0,100000.0,7.0
0.703614200775,15.0,100000.0,8.0
0.530798921505,15.0,100000.0,9.0
0.281053047106,2.0,100000.0,1.0
0.636289643374,3.0,100000.0,1.0
0.162844114414,3.0,100000.0,2.0
0.98523157853,4.0,100000.0,1.0
0.40863735633,4.0,100000.0,2.0
0.115475305624,4.0,100000.0,3.0
1.31031693148,5.0,100000.0,1.0
0.662081415939,5.0,100000.0,2.0
0.302831196727,5.0,100000.0,3.0
0.0889418954695,5.0,100000.0,4.0
1.61612406492,6.0,100000.0,1.0
0.913017733011,6.0,100000.0,2.0
0.503944811433,6.0,100000.0,3.0
0.240939602874,6.0,100000.0,4.0
0.0730450339365,6.0,100000.0,5.0
1.90644699946,7.0,100000.0,1.0
1.15808804549,7.0,100000.0,2.0
0.709948299666,7.0,100000.0,3.0
0.408809503657,7.0,100000.0,4.0
0.201369640434,7.0,100000.0,5.0
0.0616202786467,7.0,100000.0,6.0
2.18668446715,8.0,100000.0,1.0
1.40014064662,8.0,100000.0,2.0
0.917291110152,8.0,100000.0,3.0
0.584275638657,8.0,100000.0,4.0
0.344834006003,8.0,100000.0,5.0
0.173028921547,8.0,100000.0,6.0
0.0539940180795,8.0,100000.0,7.0
2.45084080089,9.0,100000.0,1.0
1.62942105809,9.0,100000.0,2.0
1.11971374291,9.0,100000.0,3.0
0.760655519913,9.0,100000.0,4.0
0.494847010311,9.0,100000.0,5.0
0.296171401859,9.0,100000.0,6.0
0.150379464734,9.0,100000.0,7.0
0.0472800181536,9.0,100000.0,8.0
4.07683925714,16.0,100000.0,1.0
3.09419822526,16.0,100000.0,2.0
4.28338970279,17.0,100000.0,1.0
3.28397600754,17.0,100000.0,2.0
4.48382086111,18.0,100000.0,1.0
3.46947190307,18.0,100000.0,2.0
4.68175894652,19.0,100000.0,1.0
3.65331831058,19.0,100000.0,2.0
