stateID,dimRec,Sample,LogLik,LogLik_true,rankTrue,numTrials
d2s0,8,5041,-10804.6700342,-10811.7336504,1,100
d2s0,8,5184,-11111.2295146,-11118.4248076,1,100
d2s0,8,5329,-11422.6401473,-11429.9013664,1,100
d2s0,8,5476,-11738.5713312,-11745.8562439,1,100
d2s0,8,5625,-12057.8737883,-12065.2072986,1,100
d2s0,8,5776,-12380.9765187,-12388.2331273,1,100
d2s0,8,5832,-12501.3840421,-12508.6033233,1,100
d2s0,8,5929,-12709.1555338,-12716.4504624,1,100
d2s0,8,6084,-13040.1743822,-13047.3741958,1,100
d2s0,8,6241,-13376.0619558,-13383.2697909,1,100
d2s0,8,6400,-13715.6161444,-13722.8339705,1,100
d2s0,8,6561,-14060.9689032,-14068.263071,1,100
d2s0,8,6724,-14411.8411511,-14419.1001302,1,100
d2s0,8,6859,-14702.2230732,-14709.4634181,1,100
d2s0,8,6889,-14766.8801717,-14774.0840492,1,100
d2s0,8,7056,-15125.7782404,-15132.9466922,1,100
d2s0,8,7225,-15487.5917073,-15494.792737,1,100
d2s0,8,7396,-15856.0432883,-15863.2605879,1,100
d2s0,8,7569,-16227.0898394,-16234.3909742,1,100
d2s0,8,7744,-16600.4829913,-16607.7510465,1,100
d2s0,8,7921,-16980.2907674,-16987.5628431,1,100
d2s0,8,8000,-17150.1681577,-17157.4887634,1,100
d2s0,8,8100,-17362.149981,-17369.477093,1,100
d2s0,8,8281,-17749.0391012,-17756.3159144,1,100
d2s0,8,8464,-18141.691358,-18148.9297709,1,100
d2s0,8,8649,-18539.9516514,-18547.21435,1,100
d2s0,8,8836,-18941.5389634,-18948.7738813,1,100
d2s0,8,9025,-19346.2802737,-19353.5684344,1,100
d2s0,8,9216,-19757.5471663,-19764.8448239,1,100
d2s0,8,9261,-19854.4480344,-19861.8034118,1,100
d2s0,8,9409,-20172.1888144,-20179.5392411,1,100
d2s0,8,9604,-20587.8096923,-20595.2097502,1,100
d2s0,8,9801,-21007.0153046,-21014.4039995,1,100
d2s0,8,10000,-21431.073572,-21438.5525931,1,100
d2s0,8,10201,-21862.8711348,-21870.4621325,1,100
d2s0,8,10404,-22299.4190185,-22307.0744942,1,100
d2s0,8,10609,-22741.550574,-22749.246746,1,100
d2s0,8,10648,-22825.8282134,-22833.4944384,1,100
d2s0,8,10816,-23185.9243546,-23193.6706934,1,100
d2s0,8,11025,-23632.8341849,-23640.5541443,1,100
d2s0,8,11236,-24088.7712497,-24096.5347397,1,100
d2s0,8,11449,-24543.4953367,-24551.2862707,1,100
d2s0,8,11664,-25004.7778894,-25012.4977895,1,100
d2s0,8,11881,-25471.3563361,-25479.1126977,1,100
d2s0,8,12100,-25942.2042258,-25950.030301,1,100
d2s0,8,12167,-26085.5080433,-26093.3495408,1,100
d2s0,8,12321,-26415.0587892,-26422.987946,1,100
d2s0,8,12544,-26894.2462522,-26902.2177158,1,100
d2s0,8,12769,-27375.797327,-27383.8136431,1,100
d2s0,8,12996,-27861.7482779,-27869.7992007,1,100
d2s0,8,13225,-28352.570245,-28360.6328821,1,100
d2s0,8,13456,-28848.5147294,-28856.5791786,1,100
d2s0,8,13689,-29349.7513647,-29357.8338585,1,100
d2s0,8,13824,-29639.5460861,-29647.5896015,1,100
d2s0,8,13924,-29854.2023593,-29862.2587132,1,100
d2s0,8,14161,-30363.6356932,-30371.6596363,1,100
d2s0,8,14400,-30875.6575841,-30883.6870005,1,100
d2s0,8,14641,-31391.9116278,-31399.9755313,1,100
d2s0,8,14884,-31909.6550898,-31917.6816531,1,100
d2s0,8,15129,-32434.1469404,-32442.1420616,1,100
d2s0,8,15376,-32961.8005835,-32969.7805772,1,100
d2s0,8,15625,-33493.4265989,-33501.4234241,1,100
d2s0,8,15876,-34029.636976,-34037.6115313,1,100
d2s0,8,16129,-34570.3899799,-34578.3546543,1,100
d2s0,8,16384,-35118.8288801,-35126.9147333,1,100
d2s0,8,16641,-35671.0821201,-35679.1432226,1,100
d2s0,8,16900,-36226.9542163,-36235.0275868,1,100
d2s0,8,17161,-36789.0239631,-36797.0844978,1,100
d2s0,8,17424,-37352.0439678,-37360.1224756,1,100
d2s0,8,17576,-37677.2193405,-37685.3352023,1,100
d2s0,8,17689,-37920.5059939,-37928.6838423,1,100
d2s0,8,17956,-38495.0360168,-38503.2565174,1,100
d2s0,8,18225,-39073.8379166,-39082.0459953,1,100
d2s0,8,18496,-39653.9703695,-39662.1591208,1,100
d2s0,8,18769,-40240.0293131,-40248.2137324,1,100
d2s0,8,19044,-40830.1960191,-40838.3467894,1,100
d2s0,8,19321,-41427.4924671,-41435.6652702,1,100
d2s0,8,19600,-42024.1894511,-42032.2970288,1,100
d2s0,8,19683,-42201.9579572,-42210.0793655,1,100
d2s0,8,19881,-42626.2346757,-42634.3626737,1,100
d2s0,8,20164,-43232.7942321,-43240.9623741,1,100
d2s0,8,20449,-43845.7529791,-43853.8553183,1,100
d2s0,8,20736,-44461.9795002,-44470.0416409,1,100
d2s0,8,21025,-45081.3938205,-45089.4307462,1,100
d2s0,8,21316,-45707.3953464,-45715.4945104,1,100
d2s0,8,21609,-46335.3715201,-46343.407264,1,100
d2s0,8,21904,-46968.2561327,-46976.283447,1,100
d2s0,8,21952,-47070.6574539,-47078.7249897,1,100
d2s0,8,22201,-47604.9214958,-47613.0150519,1,100
d2s0,8,22500,-48248.8259193,-48257.0383302,1,100
d2s0,8,22801,-48893.5519851,-48901.7456327,1,100
d2s0,8,23104,-49543.2659911,-49551.486092,1,100
d2s0,8,23409,-50197.8376913,-50206.0429311,1,100
d2s0,8,23716,-50854.7152999,-50862.9081858,1,100
d2s0,8,24025,-51518.423557,-51526.6273851,1,100
d2s0,8,24336,-52186.0488156,-52194.2192564,1,100
d2s0,8,24389,-52300.2451768,-52308.4051074,1,100
d2s0,8,24649,-52857.4093828,-52865.5857069,1,100
d2s0,8,24964,-53533.7439278,-53541.882567,1,100
d2s0,8,25281,-54213.7325912,-54221.8542207,1,100
d2s0,8,25600,-54897.9946943,-54906.1470186,1,100
d2s0,8,25921,-55584.5482931,-55592.7449656,1,100
d2s0,8,26244,-56277.1497311,-56285.3602661,1,100
d2s0,8,26569,-56972.0811418,-56980.25003,1,100
d2s0,8,26896,-57671.7857096,-57679.9215552,1,100
d2s0,8,27000,-57893.8058954,-57901.9447076,1,100
d2s0,8,27225,-58375.8232968,-58383.9550125,1,100
d2s0,8,27556,-59084.3066859,-59092.4178424,1,100
d2s0,8,27889,-59796.4962512,-59804.5467636,1,100
d2s0,8,28224,-60513.8558636,-60521.8537952,1,100
d2s0,8,28561,-61236.8326985,-61244.9500468,1,100
d2s0,8,28900,-61963.6810181,-61971.8054428,1,100
d2s0,8,29241,-62697.8278886,-62705.9350606,1,100
d2s0,8,29584,-63425.9783351,-63434.0559851,1,100
d2s0,8,29791,-63871.7585629,-63879.8411499,1,100
d2s0,8,29929,-64168.0880679,-64176.2124789,1,100
d2s0,8,30276,-64911.0763286,-64919.2085797,1,100
d2s0,8,30625,-65657.9670729,-65666.069423,1,100
d2s0,8,30976,-66410.2021594,-66418.304055,1,100
d2s0,8,31329,-67167.8319489,-67175.9855566,1,100
d2s0,8,31684,-67932.242492,-67940.4756405,1,100
d2s0,8,32041,-68700.7433482,-68709.0417847,1,100
d2s0,8,32400,-69469.5526066,-69477.7760292,1,100
d2s0,8,32761,-70244.2309112,-70252.5038316,1,100
d2s0,8,32768,-70258.9934139,-70267.265752,1,100
d2s0,8,33124,-71022.1459836,-71030.4286041,1,100
d2s0,8,33489,-71805.1727466,-71813.4768427,1,100
d2s0,8,33856,-72592.5952871,-72600.8637628,1,100
d2s0,8,34225,-73384.2558283,-73392.5505129,1,100
d2s0,8,34596,-74178.5487521,-74186.8642813,1,100
d2s0,8,34969,-74976.585374,-74984.9150365,1,100
d2s0,8,35344,-75779.6029786,-75787.9982156,1,100
d2s0,8,35721,-76587.2244405,-76595.6061639,1,100
d2s0,8,35937,-77050.8006907,-77059.2035928,1,100
d2s0,8,36100,-77400.1186699,-77408.5272198,1,100
d2s0,8,36481,-78216.3134524,-78224.7076668,1,100
d2s0,8,36864,-79039.3913597,-79047.8212655,1,100
d2s0,8,37249,-79862.4048358,-79870.8455531,1,100
d2s0,8,37636,-80690.663001,-80699.1068311,1,100
d2s0,8,38025,-81524.4558601,-81532.8569997,1,100
d2s0,8,38416,-82360.4851963,-82368.8344504,1,100
d2s0,8,38809,-83204.8690608,-83213.261996,1,100
d2s0,8,39204,-84049.4957892,-84057.8409667,1,100
d2s0,8,39304,-84264.3378805,-84272.7094269,1,100
d2s0,8,39601,-84901.5314782,-84909.9272858,1,100
d2s0,8,40000,-85756.6154584,-85765.0131054,1,100
d2s0,8,40401,-86615.4192599,-86623.7643259,1,100
d2s0,8,40804,-87478.0628048,-87486.3763887,1,100
d2s0,8,41209,-88347.592841,-88355.9141395,1,100
d2s0,8,41616,-89221.4473423,-89229.836071,1,100
d2s0,8,42025,-90094.565538,-90102.959235,1,100
d2s0,8,42436,-90978.8846503,-90987.3361487,1,100
d2s0,8,42849,-91866.4600836,-91874.8892029,1,100
d2s0,8,42875,-91922.8524073,-91931.2821024,1,100
d2s0,8,43264,-92759.4519374,-92767.9128757,1,100
d2s0,8,43681,-93655.6657089,-93664.1652839,1,100
d2s0,8,44100,-94556.1932261,-94564.6814498,1,100
d2s0,8,44521,-95459.7729609,-95468.3026293,1,100
d2s0,8,44944,-96365.5583863,-96374.0704132,1,100
d2s0,8,45369,-97278.8130679,-97287.3554464,1,100
d2s0,8,45796,-98196.2915431,-98204.8363166,1,100
d2s0,8,46225,-99113.0660375,-99121.6287732,1,100
d2s0,8,46656,-100036.090408,-100044.665211,1,100
d2s0,8,47089,-100962.175308,-100970.717447,1,100
d2s0,8,47524,-101896.242254,-101904.717181,1,100
d2s0,8,47961,-102832.307012,-102840.783799,1,100
d2s0,8,48400,-103773.750932,-103782.213226,1,100
d2s0,8,48841,-104722.570075,-104731.077863,1,100
d2s0,8,49284,-105674.889807,-105683.460912,1,100
d2s0,8,49729,-106629.532746,-106638.144824,1,100
d2s0,9,1,-1.145668,-2.261411,1,100
d2s0,9,4,-6.9834485,-9.2316092,1,100
d2s0,9,8,-15.3460198,-18.0874319,1,100
d2s0,9,9,-17.4821777,-20.2732595,1,100
d2s0,9,16,-32.2184973,-35.4179982,1,100
d2s0,9,25,-51.5669456,-55.3080588,1,100
d2s0,9,27,-55.845942,-59.6634697,1,100
d2s0,9,36,-75.1084227,-79.3401872,1,100
d2s0,9,49,-103.6321682,-108.3286692,1,100
d2s0,9,64,-135.659242,-140.3257362,1,100
d2s0,9,81,-172.5044953,-177.5068599,1,100
d2s0,9,100,-213.5592581,-218.7245306,1,100
d2s0,9,121,-259.6676051,-265.1603232,1,100
d2s0,9,125,-268.2883512,-273.7657233,1,100
d2s0,9,144,-309.1885418,-314.7462184,1,100
d2s0,9,169,-363.0153287,-368.7000596,1,100
d2s0,9,196,-420.8593067,-426.6468922,1,100
d2s0,9,216,-464.0361502,-469.9765454,1,100
d2s0,9,225,-483.0735145,-489.0274978,1,100
d2s0,9,256,-549.9927608,-556.0676582,1,100
d2s0,9,289,-620.804147,-626.9831636,1,100
d2s0,9,324,-695.7120135,-701.789374,1,100
d2s0,9,343,-736.405708,-742.4963325,1,100
d2s0,9,361,-774.9363356,-781.0521966,1,100
d2s0,9,400,-859.3011272,-865.4736525,1,100
d2s0,9,441,-946.7427116,-952.9817735,1,100
d2s0,9,484,-1038.9689849,-1045.4371822,1,100
d2s0,9,512,-1098.6590225,-1105.1787389,1,100
d2s0,9,529,-1135.1301063,-1141.6702324,1,100
d2s0,9,576,-1236.2452443,-1242.811162,1,100
d2s0,9,625,-1340.4038159,-1346.9123088,1,100
d2s0,9,676,-1449.8969331,-1456.5721177,1,100
d2s0,9,729,-1562.0546655,-1568.7064363,1,100
d2s0,9,784,-1679.2323672,-1685.8566605,1,100
d2s0,9,841,-1801.9946992,-1808.6856508,1,100
d2s0,9,900,-1926.9895894,-1933.7653414,1,100
d2s0,9,961,-2057.5205313,-2064.3009078,1,100
d2s0,9,1000,-2140.0153021,-2146.819478,1,100
d2s0,9,1024,-2190.38415,-2197.1775785,1,100
d2s0,9,1089,-2329.0839066,-2335.9456395,1,100
d2s0,9,1156,-2473.160532,-2480.0993515,1,100
d2s0,9,1225,-2621.4155736,-2628.5082141,1,100
d2s0,9,1296,-2773.2189978,-2780.3580899,1,100
d2s0,9,1331,-2848.7604334,-2855.9827911,1,100
d2s0,9,1369,-2930.63776,-2937.9216131,1,100
d2s0,9,1444,-3092.1880428,-3099.5253046,1,100
d2s0,9,1521,-3258.1756025,-3265.3957047,1,100
d2s0,9,1600,-3429.0868189,-3436.4435043,1,100
d2s0,9,1681,-3602.4311663,-3609.7299505,1,100
d2s0,9,1728,-3702.7827233,-3710.0805984,1,100
d2s0,9,1764,-3779.724238,-3786.9830829,1,100
d2s0,9,1849,-3959.6791494,-3966.889749,1,100
d2s0,9,1936,-4147.7192513,-4155.0424218,1,100
d2s0,9,2025,-4337.661005,-4345.0970132,1,100
d2s0,9,2116,-4533.1698677,-4540.6570708,1,100
d2s0,9,2197,-4706.423795,-4713.7443934,1,100
d2s0,9,2209,-4732.0911361,-4739.4501819,1,100
d2s0,9,2304,-4936.4741231,-4943.8182035,1,100
d2s0,9,2401,-5145.028958,-5152.2535428,1,100
d2s0,9,2500,-5358.9167791,-5366.0977645,1,100
d2s0,9,2601,-5577.2968888,-5584.6477784,1,100
d2s0,9,2704,-5798.6434408,-5806.0396593,1,100
d2s0,9,2744,-5885.3156779,-5892.7338079,1,100
d2s0,9,2809,-6023.2740383,-6030.6026581,1,100
d2s0,9,2916,-6252.6980748,-6260.0185262,1,100
d2s0,9,3025,-6485.6768044,-6493.0110341,1,100
d2s0,9,3136,-6722.8550255,-6730.241854,1,100
d2s0,9,3249,-6964.941472,-6972.4492381,1,100
d2s0,9,3364,-7211.5399785,-7219.0745451,1,100
d2s0,9,3375,-7235.2643663,-7242.8275241,1,100
d2s0,9,3481,-7463.391085,-7470.9783312,1,100
d2s0,9,3600,-7720.2561901,-7727.7932216,1,100
d2s0,9,3721,-7976.7640806,-7984.1842072,1,100
d2s0,9,3844,-8239.4704171,-8246.8641089,1,100
d2s0,9,3969,-8507.9076081,-8515.3562532,1,100
d2s0,9,4096,-8780.3570276,-8787.7714517,1,100
d2s0,9,4225,-9057.523521,-9064.9572227,1,100
d2s0,9,4356,-9337.8579916,-9345.3293259,1,100
d2s0,9,4489,-9624.0278196,-9631.5707429,1,100
d2s0,9,4624,-9912.7724146,-9920.2896873,1,100
d2s0,9,4761,-10204.5772002,-10212.0985785,1,100
d2s0,9,4900,-10503.9998076,-10511.4677193,1,100
d2s0,9,4913,-10531.5999569,-10539.0866955,1,100
d2s0,9,5041,-10804.2096882,-10811.7336504,1,100
d2s0,9,5184,-11110.7652191,-11118.4248076,1,100
d2s0,9,5329,-11422.1767603,-11429.9013664,1,100
d2s0,9,5476,-11738.0971447,-11745.8562439,1,100
d2s0,9,5625,-12057.3832969,-12065.2072986,1,100
d2s0,9,5776,-12380.4912635,-12388.2331273,1,100
d2s0,9,5832,-12500.8923666,-12508.6033233,1,100
d2s0,9,5929,-12708.6596201,-12716.4504624,1,100
d2s0,9,6084,-13039.6834195,-13047.3741958,1,100
d2s0,9,6241,-13375.5466285,-13383.2697909,1,100
d2s0,9,6400,-13715.0872077,-13722.8339705,1,100
d2s0,9,6561,-14060.4386995,-14068.263071,1,100
d2s0,9,6724,-14411.3059549,-14419.1001302,1,100
d2s0,9,6859,-14701.6834595,-14709.4634181,1,100
d2s0,9,6889,-14766.3418535,-14774.0840492,1,100
d2s0,9,7056,-15125.2268011,-15132.9466922,1,100
d2s0,9,7225,-15487.0405822,-15494.792737,1,100
d2s0,9,7396,-15855.4842965,-15863.2605879,1,100
d2s0,9,7569,-16226.5120554,-16234.3909742,1,100
d2s0,9,7744,-16599.9103101,-16607.7510465,1,100
d2s0,9,7921,-16979.7224095,-16987.5628431,1,100
d2s0,9,8000,-17149.591209,-17157.4887634,1,100
d2s0,9,8100,-17361.5771442,-17369.477093,1,100
d2s0,9,8281,-17748.4559973,-17756.3159144,1,100
d2s0,9,8464,-18141.1172868,-18148.9297709,1,100
d2s0,9,8649,-18539.3876241,-18547.21435,1,100
d2s0,9,8836,-18940.9538478,-18948.7738813,1,100
d2s0,9,9025,-19345.7029077,-19353.5684344,1,100
d2s0,9,9216,-19756.9584195,-19764.8448239,1,100
d2s0,9,9261,-19853.8507619,-19861.8034118,1,100
d2s0,9,9409,-20171.5868413,-20179.5392411,1,100
d2s0,9,9604,-20587.2040049,-20595.2097502,1,100
d2s0,9,9801,-21006.4085842,-21014.4039995,1,100
d2s0,9,10000,-21430.4658562,-21438.5525931,1,100
d2s0,9,10201,-21862.2382546,-21870.4621325,1,100
d2s0,9,10404,-22298.7896528,-22307.0744942,1,100
d2s0,9,10609,-22740.9377072,-22749.246746,1,100
d2s0,9,10648,-22825.2121371,-22833.4944384,1,100
d2s0,9,10816,-23185.3074168,-23193.6706934,1,100
d2s0,9,11025,-23632.2092234,-23640.5541443,1,100
d2s0,9,11236,-24088.1407131,-24096.5347397,1,100
d2s0,9,11449,-24542.8655102,-24551.2862707,1,100
d2s0,9,11664,-25004.1484842,-25012.4977895,1,100
d2s0,9,11881,-25470.7192259,-25479.1126977,1,100
d2s0,9,12100,-25941.5488897,-25950.030301,1,100
d2s0,9,12167,-26084.8570872,-26093.3495408,1,100
d2s0,9,12321,-26414.4200923,-26422.987946,1,100
d2s0,9,12544,-26893.6059107,-26902.2177158,1,100
d2s0,9,12769,-27375.1404291,-27383.8136431,1,100
d2s0,9,12996,-27861.0791118,-27869.7992007,1,100
d2s0,9,13225,-28351.9029981,-28360.6328821,1,100
d2s0,9,13456,-28847.8302817,-28856.5791786,1,100
d2s0,9,13689,-29349.046697,-29357.8338585,1,100
d2s0,9,13824,-29638.8358406,-29647.5896015,1,100
d2s0,9,13924,-29853.4897409,-29862.2587132,1,100
d2s0,9,14161,-30362.9100751,-30371.6596363,1,100
d2s0,9,14400,-30874.9249999,-30883.6870005,1,100
d2s0,9,14641,-31391.1929203,-31399.9755313,1,100
d2s0,9,14884,-31908.9497894,-31917.6816531,1,100
d2s0,9,15129,-32433.4464782,-32442.1420616,1,100
d2s0,9,15376,-32961.0914311,-32969.7805772,1,100
d2s0,9,15625,-33492.7208494,-33501.4234241,1,100
d2s0,9,15876,-34028.9508725,-34037.6115313,1,100
d2s0,9,16129,-34569.7182301,-34578.3546543,1,100
d2s0,9,16384,-35118.1258842,-35126.9147333,1,100
d2s0,9,16641,-35670.3807929,-35679.1432226,1,100
d2s0,9,16900,-36226.25549,-36235.0275868,1,100
d2s0,9,17161,-36788.3192237,-36797.0844978,1,100
d2s0,9,17424,-37351.3555311,-37360.1224756,1,100
d2s0,9,17576,-37676.5267588,-37685.3352023,1,100
d2s0,9,17689,-37919.8191746,-37928.6838423,1,100
d2s0,9,17956,-38494.3686843,-38503.2565174,1,100
d2s0,9,18225,-39073.1683131,-39082.0459953,1,100
d2s0,9,18496,-39653.3068941,-39662.1591208,1,100
d2s0,9,18769,-40239.3435267,-40248.2137324,1,100
d2s0,9,19044,-40829.5109013,-40838.3467894,1,100
d2s0,9,19321,-41426.8125101,-41435.6652702,1,100
d2s0,9,19600,-42023.5139718,-42032.2970288,1,100
d2s0,9,19683,-42201.2787869,-42210.0793655,1,100
d2s0,9,19881,-42625.5474246,-42634.3626737,1,100
d2s0,9,20164,-43232.1115495,-43240.9623741,1,100
d2s0,9,20449,-43845.0496485,-43853.8553183,1,100
d2s0,9,20736,-44461.2690804,-44470.0416409,1,100
d2s0,9,21025,-45080.6806976,-45089.4307462,1,100
d2s0,9,21316,-45706.6629258,-45715.4945104,1,100
d2s0,9,21609,-46334.6417665,-46343.407264,1,100
d2s0,9,21904,-46967.534936,-46976.283447,1,100
d2s0,9,21952,-47069.9359086,-47078.7249897,1,100
d2s0,9,22201,-47604.2134862,-47613.0150519,1,100
d2s0,9,22500,-48248.1004964,-48257.0383302,1,100
d2s0,9,22801,-48892.8098727,-48901.7456327,1,100
d2s0,9,23104,-49542.5349494,-49551.486092,1,100
d2s0,9,23409,-50197.0998135,-50206.0429311,1,100
d2s0,9,23716,-50853.9729839,-50862.9081858,1,100
d2s0,9,24025,-51517.6910446,-51526.6273851,1,100
d2s0,9,24336,-52185.2990582,-52194.2192564,1,100
d2s0,9,24389,-52299.4939192,-52308.4051074,1,100
d2s0,9,24649,-52856.6504973,-52865.5857069,1,100
d2s0,9,24964,-53532.986336,-53541.882567,1,100
d2s0,9,25281,-54212.976831,-54221.8542207,1,100
d2s0,9,25600,-54897.2134838,-54906.1470186,1,100
d2s0,9,25921,-55583.7619497,-55592.7449656,1,100
d2s0,9,26244,-56276.34421,-56285.3602661,1,100
d2s0,9,26569,-56971.2833409,-56980.25003,1,100
d2s0,9,26896,-57671.0009674,-57679.9215552,1,100
d2s0,9,27000,-57893.0121856,-57901.9447076,1,100
d2s0,9,27225,-58375.0182616,-58383.9550125,1,100
d2s0,9,27556,-59083.5124017,-59092.4178424,1,100
d2s0,9,27889,-59795.6977119,-59804.5467636,1,100
d2s0,9,28224,-60513.0578408,-60521.8537952,1,100
d2s0,9,28561,-61236.0225313,-61244.9500468,1,100
d2s0,9,28900,-61962.8703448,-61971.8054428,1,100
d2s0,9,29241,-62697.0256885,-62705.9350606,1,100
d2s0,9,29584,-63425.183351,-63434.0559851,1,100
d2s0,9,29791,-63870.9619815,-63879.8411499,1,100
d2s0,9,29929,-64167.2916109,-64176.2124789,1,100
d2s0,9,30276,-64910.2832275,-64919.2085797,1,100
d2s0,9,30625,-65657.1715188,-65666.069423,1,100
d2s0,9,30976,-66409.3951909,-66418.304055,1,100
d2s0,9,31329,-67167.0117971,-67175.9855566,1,100
d2s0,9,31684,-67931.4209167,-67940.4756405,1,100
d2s0,9,32041,-68699.9240685,-68709.0417847,1,100
d2s0,9,32400,-69468.7473776,-69477.7760292,1,100
d2s0,9,32761,-70243.4240634,-70252.5038316,1,100
d2s0,9,32768,-70258.1857007,-70267.265752,1,100
d2s0,9,33124,-71021.3467876,-71030.4286041,1,100
d2s0,9,33489,-71804.3606158,-71813.4768427,1,100
d2s0,9,33856,-72591.7907273,-72600.8637628,1,100
d2s0,9,34225,-73383.4560089,-73392.5505129,1,100
d2s0,9,34596,-74177.7466059,-74186.8642813,1,100
d2s0,9,34969,-74975.7625038,-74984.9150365,1,100
d2s0,9,35344,-75778.7806564,-75787.9982156,1,100
d2s0,9,35721,-76586.3811139,-76595.6061639,1,100
d2s0,9,35937,-77049.9590548,-77059.2035928,1,100
d2s0,9,36100,-77399.2731742,-77408.5272198,1,100
d2s0,9,36481,-78215.485172,-78224.7076668,1,100
d2s0,9,36864,-79038.5406002,-79047.8212655,1,100
d2s0,9,37249,-79861.5508571,-79870.8455531,1,100
d2s0,9,37636,-80689.7928579,-80699.1068311,1,100
d2s0,9,38025,-81523.5629847,-81532.8569997,1,100
d2s0,9,38416,-82359.5877301,-82368.8344504,1,100
d2s0,9,38809,-83203.9492114,-83213.261996,1,100
d2s0,9,39204,-84048.5786207,-84057.8409667,1,100
d2s0,9,39304,-84263.4201932,-84272.7094269,1,100
d2s0,9,39601,-84900.6161763,-84909.9272858,1,100
d2s0,9,40000,-85755.6944471,-85765.0131054,1,100
d2s0,9,40401,-86614.5005324,-86623.7643259,1,100
d2s0,9,40804,-87477.1463093,-87486.3763887,1,100
d2s0,9,41209,-88346.662113,-88355.9141395,1,100
d2s0,9,41616,-89220.5096446,-89229.836071,1,100
d2s0,9,42025,-90093.6219389,-90102.959235,1,100
d2s0,9,42436,-90977.9416932,-90987.3361487,1,100
d2s0,9,42849,-91865.5407441,-91874.8892029,1,100
d2s0,9,42875,-91921.931801,-91931.2821024,1,100
d2s0,9,43264,-92758.5334512,-92767.9128757,1,100
d2s0,9,43681,-93654.7482304,-93664.1652839,1,100
d2s0,9,44100,-94555.2832757,-94564.6814498,1,100
d2s0,9,44521,-95458.8634468,-95468.3026293,1,100
d2s0,9,44944,-96364.6592762,-96374.0704132,1,100
d2s0,9,45369,-97277.9192482,-97287.3554464,1,100
d2s0,9,45796,-98195.40316,-98204.8363166,1,100
d2s0,9,46225,-99112.171301,-99121.6287732,1,100
d2s0,9,46656,-100035.206285,-100044.665211,1,100
d2s0,9,47089,-100961.267229,-100970.717447,1,100
d2s0,9,47524,-101895.343985,-101904.717181,1,100
d2s0,9,47961,-102831.40957,-102840.783799,1,100
d2s0,9,48400,-103772.83043,-103782.213226,1,100
d2s0,9,48841,-104721.635318,-104731.077863,1,100
d2s0,9,49284,-105673.961116,-105683.460912,1,100
d2s0,9,49729,-106628.583513,-106638.144824,1,100
d2s0,10,1,-1.1450619,-2.261411,1,100
d2s0,10,4,-6.9787555,-9.2316092,1,100
d2s0,10,8,-15.3399401,-18.0874319,1,100
d2s0,10,9,-17.476184,-20.2732595,1,100
d2s0,10,16,-32.2095443,-35.4179982,1,100
d2s0,10,25,-51.5511155,-55.3080588,1,100
d2s0,10,27,-55.8277445,-59.6634697,1,100
d2s0,10,36,-75.0813966,-79.3401872,1,100
d2s0,10,49,-103.59671,-108.3286692,1,100
d2s0,10,64,-135.6188214,-140.3257362,1,100
d2s0,10,81,-172.4517964,-177.5068599,1,100
d2s0,10,100,-213.5019784,-218.7245306,1,100
d2s0,10,121,-259.6001232,-265.1603232,1,100
d2s0,10,125,-268.2165131,-273.7657233,1,100
d2s0,10,144,-309.1090528,-314.7462184,1,100
d2s0,10,169,-362.9325287,-368.7000596,1,100
d2s0,10,196,-420.7744944,-426.6468922,1,100
d2s0,10,216,-463.9473946,-469.9765454,1,100
d2s0,10,225,-482.9819888,-489.0274978,1,100
d2s0,10,256,-549.8974192,-556.0676582,1,100
d2s0,10,289,-620.7033905,-626.9831636,1,100
d2s0,10,324,-695.6128633,-701.789374,1,100
d2s0,10,343,-736.2986395,-742.4963325,1,100
d2s0,10,361,-774.8299934,-781.0521966,1,100
d2s0,10,400,-859.1936634,-865.4736525,1,100
d2s0,10,441,-946.6306208,-952.9817735,1,100
d2s0,10,484,-1038.8472546,-1045.4371822,1,100
d2s0,10,512,-1098.5321669,-1105.1787389,1,100
d2s0,10,529,-1135.0020992,-1141.6702324,1,100
d2s0,10,576,-1236.1066108,-1242.811162,1,100
d2s0,10,625,-1340.2638153,-1346.9123088,1,100
d2s0,10,676,-1449.7507305,-1456.5721177,1,100
d2s0,10,729,-1561.9088918,-1568.7064363,1,100
d2s0,10,784,-1679.0566213,-1685.8566605,1,100
d2s0,10,841,-1801.8206845,-1808.6856508,1,100
d2s0,10,900,-1926.8192817,-1933.7653414,1,100
d2s0,10,961,-2057.3533588,-2064.3009078,1,100
d2s0,10,1000,-2139.8426383,-2146.819478,1,100
d2s0,10,1024,-2190.2134876,-2197.1775785,1,100
d2s0,10,1089,-2328.9124539,-2335.9456395,1,100
d2s0,10,1156,-2472.9916997,-2480.0993515,1,100
d2s0,10,1225,-2621.2568103,-2628.5082141,1,100
d2s0,10,1296,-2773.0604262,-2780.3580899,1,100
d2s0,10,1331,-2848.601451,-2855.9827911,1,100
d2s0,10,1369,-2930.4764967,-2937.9216131,1,100
d2s0,10,1444,-3092.0277655,-3099.5253046,1,100
d2s0,10,1521,-3258.0091204,-3265.3957047,1,100
d2s0,10,1600,-3428.9206853,-3436.4435043,1,100
d2s0,10,1681,-3602.2575275,-3609.7299505,1,100
d2s0,10,1728,-3702.6038637,-3710.0805984,1,100
d2s0,10,1764,-3779.5426435,-3786.9830829,1,100
d2s0,10,1849,-3959.4972082,-3966.889749,1,100
