stateID,dimRec,Sample,LogLik,LogLik_true,rankTrue,numTrials
d2s3,7,7569,-19210.2652618,-19220.1885471,2,100
d2s3,7,7744,-19655.478513,-19665.4352832,2,100
d2s3,7,7921,-20107.1420041,-20117.0597801,2,100
d2s3,7,8000,-20308.0373019,-20317.9335836,2,100
d2s3,7,8100,-20562.6386223,-20572.4944012,2,100
d2s3,7,8281,-21022.1709074,-21032.0779337,2,100
d2s3,7,8464,-21487.8461408,-21497.784183,2,100
d2s3,7,8649,-21958.539809,-21968.4725313,2,100
d2s3,7,8836,-22432.5261942,-22442.5910064,2,100
d2s3,7,9025,-22911.5874582,-22921.6902509,2,100
d2s3,7,9216,-23396.623892,-23406.7232479,2,100
d2s3,7,9261,-23511.7135108,-23521.8207167,2,100
d2s3,7,9409,-23885.5254461,-23895.6129904,2,100
d2s3,7,9604,-24380.2113115,-24390.2839955,2,100
d2s3,7,9801,-24880.2505914,-24890.3826769,2,100
d2s3,7,10000,-25385.1957085,-25395.3039839,2,100
d2s3,7,10648,-27032.8313145,-27042.9846349,2,100
d2s3,7,12167,-30887.4892693,-30897.8119519,2,100
d2s3,7,13824,-35087.362169,-35097.8970664,2,100
d2s3,7,15625,-39656.1254088,-39666.5825419,2,100
d2s3,7,17576,-44608.7942593,-44619.346589,2,100
d2s3,7,19683,-49959.0477212,-49969.6992628,2,100
d2s3,7,21952,-55721.7566909,-55732.4705888,2,100
d2s3,7,24389,-61911.8773442,-61922.4094636,2,100
d2s3,7,27000,-68537.8614979,-68548.2032146,2,100
d2s3,7,29791,-75622.8268704,-75633.176371,2,100
d2s3,7,32768,-83183.3583851,-83193.9722754,2,100
d2s3,7,35937,-91237.0946922,-91247.8805664,2,100
d2s3,7,39304,-99791.3152776,-99802.3937469,2,100
d2s3,7,42875,-108858.774659,-108869.971905,2,100
d2s3,7,46656,-118463.986384,-118475.380964,2,100
d2s3,7,50653,-128619.571953,-128631.0042,2,100
d2s3,7,54872,-139330.667969,-139342.062643,2,100
d2s3,7,59319,-150621.099564,-150632.820987,2,100
d2s3,7,64000,-162508.904065,-162520.579489,2,100
d2s3,7,68644,-174305.819284,-174317.370223,2,100
d2s3,7,68921,-175009.231618,-175020.765114,2,100
d2s3,7,69169,-175638.425204,-175649.937964,2,100
d2s3,7,69696,-176978.550845,-176990.135361,2,100
d2s3,7,70225,-178324.68887,-178336.31475,2,100
d2s3,7,70756,-179672.664779,-179684.25884,2,100
d2s3,7,71289,-181024.912733,-181036.467524,2,100
d2s3,7,71824,-182382.508498,-182394.095586,2,100
d2s3,7,72361,-183746.267591,-183757.80874,2,100
d2s3,7,72900,-185114.208131,-185125.76067,2,100
d2s3,7,73441,-186488.001037,-186499.499203,2,100
d2s3,7,73984,-187867.119338,-187878.658327,2,100
d2s3,7,74088,-188130.731227,-188142.265283,2,100
d2s3,7,74529,-189249.809408,-189261.397203,2,100
d2s3,8,1,-1.1504222,-2.4908275,2,100
d2s3,8,4,-7.4062584,-10.0789934,2,100
d2s3,8,8,-16.6659403,-20.3115797,2,100
d2s3,8,9,-19.0305778,-22.8398387,2,100
d2s3,8,16,-36.4404748,-41.148829,2,100
d2s3,8,25,-58.6486954,-64.1095292,2,100
d2s3,8,27,-63.6080566,-69.2106557,2,100
d2s3,8,36,-86.7982847,-92.5945842,2,100
d2s3,8,49,-119.6764243,-126.0006452,2,100
d2s3,8,64,-157.9815481,-164.5882545,2,100
d2s3,8,81,-201.4826327,-208.4644199,2,100
d2s3,8,100,-249.7269316,-256.928644,2,100
d2s3,8,121,-303.0208019,-310.038694,2,100
d2s3,8,125,-313.1250383,-320.1514331,2,100
d2s3,8,144,-360.9266329,-368.1908996,2,100
d2s3,8,169,-424.4193146,-431.7785016,2,100
d2s3,8,196,-492.7056266,-500.0001879,2,100
d2s3,8,216,-542.8740114,-550.1147181,2,100
d2s3,8,225,-565.8996009,-573.2006589,2,100
d2s3,8,256,-644.899651,-652.2793103,2,100
d2s3,8,289,-728.860284,-736.4172322,2,100
d2s3,8,324,-818.2319743,-825.8804285,2,100
d2s3,8,343,-866.2424684,-873.9261086,2,100
d2s3,8,361,-912.2743609,-920.0280607,2,100
d2s3,8,400,-1010.3438731,-1018.202215,2,100
d2s3,8,441,-1114.237235,-1122.2687148,2,100
d2s3,8,484,-1223.3230555,-1231.585734,2,100
d2s3,8,512,-1294.5598335,-1302.8999379,2,100
d2s3,8,529,-1338.1397556,-1346.4311577,2,100
d2s3,8,576,-1458.1600944,-1466.6884412,2,100
d2s3,8,625,-1581.5844819,-1590.2224198,2,100
d2s3,8,676,-1709.5292804,-1718.2069452,2,100
d2s3,8,729,-1844.793519,-1853.6630277,2,100
d2s3,8,784,-1986.2129182,-1994.910928,2,100
d2s3,8,841,-2130.3389121,-2139.0400258,2,100
d2s3,8,900,-2280.5811304,-2289.2905435,2,100
d2s3,8,961,-2436.7398283,-2445.5759609,2,100
d2s3,8,1000,-2536.0159157,-2544.8682164,2,100
d2s3,8,1024,-2597.0037105,-2605.8530666,2,100
d2s3,8,1089,-2761.9827755,-2771.0566557,2,100
d2s3,8,1156,-2931.7173826,-2940.8795115,2,100
d2s3,8,1225,-3108.1283039,-3117.2552647,2,100
d2s3,8,1296,-3289.1717913,-3298.4348698,2,100
d2s3,8,1331,-3378.3191994,-3387.6963285,2,100
d2s3,8,1369,-3474.050334,-3483.3035018,2,100
d2s3,8,1444,-3663.2231627,-3672.6839127,2,100
d2s3,8,1521,-3859.1695571,-3868.7283576,2,100
d2s3,8,1600,-4059.7190778,-4069.3197801,2,100
d2s3,8,1681,-4265.3821162,-4275.2766194,2,100
d2s3,8,1728,-4384.3366178,-4394.2318675,2,100
d2s3,8,1764,-4475.1407055,-4485.0072883,2,100
d2s3,8,1849,-4691.3454387,-4701.3038521,2,100
d2s3,8,1936,-4910.9645802,-4920.9245245,2,100
d2s3,8,2025,-5135.4090254,-5145.585884,2,100
d2s3,8,2116,-5366.4383822,-5376.6437842,2,100
d2s3,8,2197,-5572.9562015,-5583.2666688,2,100
d2s3,8,2209,-5603.0150811,-5613.3042939,2,100
d2s3,8,2304,-5844.377701,-5854.6670818,2,100
d2s3,8,2401,-6091.7631425,-6102.063894,2,100
d2s3,8,2500,-6343.0520768,-6353.431573,2,100
d2s3,8,2601,-6599.3729097,-6609.7484682,2,100
d2s3,8,2704,-6859.4980343,-6869.909126,2,100
d2s3,8,2744,-6961.4174915,-6971.8830143,2,100
d2s3,8,2809,-7126.2266123,-7136.6830437,2,100
d2s3,8,2916,-7398.1565608,-7408.6588356,2,100
d2s3,8,3025,-7675.3417548,-7685.7873058,2,100
d2s3,8,3136,-7957.3769446,-7967.8444823,2,100
d2s3,8,3249,-8244.687701,-8255.1797833,2,100
d2s3,8,3364,-8537.3634976,-8547.9599514,2,100
d2s3,8,3375,-8564.8730017,-8575.4571615,2,100
d2s3,8,3481,-8832.6178365,-8843.0924166,2,100
d2s3,8,3600,-9135.2425482,-9145.6412253,2,100
d2s3,8,3721,-9441.4588288,-9451.8884443,2,100
d2s3,8,3844,-9753.4913339,-9764.025098,2,100
d2s3,8,3969,-10071.021105,-10081.6229787,2,100
d2s3,8,4096,-10394.7914693,-10405.396196,2,100
d2s3,8,4225,-10723.277526,-10733.9143168,2,100
d2s3,8,4356,-11054.8548046,-11065.3999604,2,100
d2s3,8,4489,-11391.3052814,-11401.8326105,2,100
d2s3,8,4624,-11733.2484877,-11743.6851493,2,100
d2s3,8,4761,-12081.1279924,-12091.5731981,2,100
d2s3,8,4900,-12435.2376341,-12445.8243575,2,100
d2s3,8,4913,-12468.9697889,-12479.5869965,2,100
d2s3,8,5041,-12794.8297836,-12805.5789022,2,100
d2s3,8,5184,-13157.7279382,-13168.6012799,2,100
d2s3,8,5329,-13524.7383974,-13535.6496858,2,100
d2s3,8,5476,-13898.2701359,-13909.2537806,2,100
d2s3,8,5625,-14276.1824192,-14287.0121452,2,100
d2s3,8,5776,-14660.5337177,-14671.4299064,2,100
d2s3,8,5832,-14802.9343867,-14813.840858,2,100
d2s3,8,5929,-15048.7962729,-15059.7610772,2,100
d2s3,8,6084,-15443.450521,-15454.537295,2,100
d2s3,8,6241,-15840.9270175,-15852.059239,2,100
d2s3,8,6400,-16243.493949,-16254.6007947,2,100
d2s3,8,6561,-16652.5795588,-16663.6169938,2,100
d2s3,8,6724,-17064.3838133,-17075.4260845,2,100
d2s3,8,6859,-17406.9465778,-17418.0044109,2,100
d2s3,8,6889,-17482.5557384,-17493.6123618,2,100
d2s3,8,7056,-17907.5064955,-17918.4422539,2,100
d2s3,8,7225,-18337.7738094,-18348.6521079,2,100
d2s3,8,7396,-18770.500901,-18781.3081002,2,100
d2s3,8,7569,-19209.3891753,-19220.1885471,2,100
d2s3,8,7744,-19654.5907769,-19665.4352832,2,100
d2s3,8,7921,-20106.2548382,-20117.0597801,2,100
d2s3,8,8000,-20307.1557464,-20317.9335836,2,100
d2s3,8,8100,-20561.7714441,-20572.4944012,2,100
d2s3,8,8281,-21021.2959988,-21032.0779337,2,100
d2s3,8,8464,-21486.9742795,-21497.784183,2,100
d2s3,8,8649,-21957.6790676,-21968.4725313,2,100
d2s3,8,8836,-22431.6689187,-22442.5910064,2,100
d2s3,8,9025,-22910.7313373,-22921.6902509,2,100
d2s3,8,9216,-23395.7725031,-23406.7232479,2,100
d2s3,8,9261,-23510.8580644,-23521.8207167,2,100
d2s3,8,9409,-23884.6648149,-23895.6129904,2,100
d2s3,8,9604,-24379.3575325,-24390.2839955,2,100
d2s3,8,9801,-24879.3893937,-24890.3826769,2,100
d2s3,8,10000,-25384.3377934,-25395.3039839,2,100
d2s3,8,10648,-27031.9875855,-27042.9846349,2,100
d2s3,8,12167,-30886.6182251,-30897.8119519,2,100
d2s3,8,13824,-35086.5162217,-35097.8970664,2,100
d2s3,8,15625,-39655.2457077,-39666.5825419,2,100
d2s3,8,17576,-44607.8778718,-44619.346589,2,100
d2s3,8,19683,-49958.1549499,-49969.6992628,2,100
d2s3,8,21952,-55720.8353923,-55732.4705888,2,100
d2s3,8,24389,-61910.9411504,-61922.4094636,2,100
d2s3,8,27000,-68536.8358646,-68548.2032146,2,100
d2s3,8,29791,-75621.8295826,-75633.176371,2,100
d2s3,8,32768,-83182.294336,-83193.9722754,2,100
d2s3,8,35937,-91236.0582348,-91247.8805664,2,100
d2s3,8,39304,-99790.2337376,-99802.3937469,2,100
d2s3,8,42875,-108857.663607,-108869.971905,2,100
d2s3,8,46656,-118462.840489,-118475.380964,2,100
d2s3,8,50653,-128618.44035,-128631.0042,2,100
d2s3,8,54872,-139329.52474,-139342.062643,2,100
d2s3,8,59319,-150619.928179,-150632.820987,2,100
d2s3,8,64000,-162507.686809,-162520.579489,2,100
d2s3,8,68644,-174304.663259,-174317.370223,2,100
d2s3,8,68921,-175008.074294,-175020.765114,2,100
d2s3,8,69169,-175637.270774,-175649.937964,2,100
d2s3,8,69696,-176977.371702,-176990.135361,2,100
d2s3,8,70225,-178323.508785,-178336.31475,2,100
d2s3,8,70756,-179671.474333,-179684.25884,2,100
d2s3,8,71289,-181023.722549,-181036.467524,2,100
d2s3,8,71824,-182381.336232,-182394.095586,2,100
d2s3,8,72361,-183745.087955,-183757.80874,2,100
d2s3,8,72900,-185113.021633,-185125.76067,2,100
d2s3,8,73441,-186486.817392,-186499.499203,2,100
d2s3,8,73984,-187865.942235,-187878.658327,2,100
d2s3,8,74088,-188129.547705,-188142.265283,2,100
d2s3,8,74529,-189248.634075,-189261.397203,2,100
d2s3,9,68921,-175007.081151,-175020.765114,2,100
d2s3,9,74088,-188128.558831,-188142.265283,2,100
d2s3,10,68921,-175006.167926,-175020.765114,2,100
d2s3,10,74088,-188127.598606,-188142.265283,2,100
d3s0,3,1,-2.1595062,-3.0900405,1,100
d3s0,3,4,-10.7248481,-12.15676,1,100
d3s0,3,8,-22.5260043,-24.175009,1,100
d3s0,3,9,-25.4607759,-27.1190709,1,100
d3s0,3,16,-46.4262576,-48.2756367,1,100
d3s0,3,25,-73.2587627,-75.2864046,1,100
d3s0,3,27,-79.215028,-81.2935311,1,100
d3s0,3,36,-106.2354126,-108.3813826,1,100
d3s0,3,49,-144.9625201,-147.1358035,1,100
d3s0,3,64,-190.0939073,-192.3237993,1,100
d3s0,3,81,-241.026894,-243.3342225,1,100
d3s0,3,100,-298.2761547,-300.4873106,1,100
d3s0,3,121,-361.3409115,-363.5677635,1,100
d3s0,3,125,-373.259693,-375.5402668,1,100
d3s0,3,144,-430.2310539,-432.5910101,1,100
d3s0,3,169,-504.8148638,-507.1032243,1,100
d3s0,3,196,-585.8407371,-587.9224685,1,100
d3s0,3,216,-645.9822936,-648.1122434,1,100
d3s0,3,225,-672.9764149,-675.1599194,1,100
d3s0,3,256,-765.9505171,-768.0528081,1,100
d3s0,3,289,-864.7026775,-866.7701052,1,100
d3s0,3,324,-969.4240913,-971.3913299,1,100
d3s0,3,343,-1026.6030568,-1028.5261335,1,100
d3s0,3,361,-1080.382926,-1082.2981859,1,100
d3s0,3,400,-1196.6334846,-1198.4647649,1,100
d3s0,3,441,-1319.6421199,-1321.5018451,1,100
d3s0,3,484,-1449.5417778,-1451.3750809,1,100
d3s0,3,512,-1533.1473557,-1535.0358174,1,100
d3s0,3,529,-1584.0473207,-1585.9661517,1,100
d3s0,3,576,-1724.1440116,-1726.2271351,1,100
d3s0,3,625,-1870.3080655,-1872.438511,1,100
d3s0,3,676,-2022.2593817,-2024.4292798,1,100
d3s0,3,729,-2180.6995642,-2182.8571,1,100
d3s0,3,784,-2346.0741502,-2348.2836004,1,100
d3s0,3,841,-2516.8848173,-2519.0525621,1,100
d3s0,3,900,-2693.3409899,-2695.4427798,1,100
d3s0,3,961,-2877.6810299,-2879.7595468,1,100
d3s0,3,1000,-2994.1718449,-2996.2463747,1,100
d3s0,3,1024,-3066.534535,-3068.5896887,1,100
d3s0,3,1089,-3260.4374027,-3262.5390148,1,100
d3s0,3,1156,-3461.2650741,-3463.3633552,1,100
d3s0,3,1225,-3667.564242,-3669.5765725,1,100
d3s0,3,1296,-3879.9964313,-3882.0549581,1,100
d3s0,3,1331,-3984.0174786,-3986.127648,1,100
d3s0,3,1369,-4098.0361265,-4100.1345461,1,100
d3s0,3,1444,-4322.3377004,-4324.495988,1,100
d3s0,3,1521,-4552.0761446,-4554.3129794,1,100
d3s0,3,1600,-4789.7957862,-4792.0702583,1,100
d3s0,3,1681,-5031.999647,-5034.2220561,1,100
d3s0,3,1728,-5172.0420215,-5174.3019617,1,100
d3s0,3,1764,-5279.7783171,-5282.0590855,1,100
d3s0,3,1849,-5533.4493683,-5535.7991864,1,100
d3s0,3,1936,-5794.9619932,-5797.2827548,1,100
d3s0,3,2025,-6060.4316692,-6062.7798174,1,100
d3s0,3,2116,-6333.4655158,-6335.7976896,1,100
d3s0,3,2197,-6575.294626,-6577.6689131,1,100
d3s0,3,2209,-6610.9541738,-6613.3427666,1,100
d3s0,3,2304,-6896.4085406,-6898.8524443,1,100
d3s0,3,2401,-7186.633726,-7188.9880547,1,100
d3s0,3,2500,-7484.9707488,-7487.3500787,1,100
d3s0,3,2601,-7787.2244752,-7789.6694764,1,100
d3s0,3,2704,-8094.9276485,-8097.3366681,1,100
d3s0,3,2744,-8214.3332531,-8216.7635106,1,100
d3s0,3,2809,-8408.1660688,-8410.5873019,1,100
d3s0,3,2916,-8729.0588916,-8731.4492026,1,100
d3s0,3,3025,-9056.0899421,-9058.4573107,1,100
d3s0,3,3136,-9388.252612,-9390.6300005,1,100
d3s0,3,3249,-9725.3294613,-9727.7015345,1,100
d3s0,3,3364,-10068.3514069,-10070.7125245,1,100
d3s0,3,3375,-10101.1468681,-10103.5126718,1,100
d3s0,3,3481,-10418.8533996,-10421.2370513,1,100
d3s0,3,3600,-10773.8857643,-10776.2852724,1,100
d3s0,3,3721,-11136.5097222,-11138.9564427,1,100
d3s0,3,3844,-11504.7699543,-11507.1714736,1,100
d3s0,3,3969,-11879.4371501,-11881.8317489,1,100
d3s0,3,4096,-12258.222766,-12260.5661934,1,100
d3s0,3,4225,-12644.7557373,-12647.1364072,1,100
d3s0,3,4356,-13038.4031066,-13040.7731293,1,100
d3s0,3,4489,-13436.9300835,-13439.3102183,1,100
d3s0,3,4624,-13841.6014208,-13844.0130719,1,100
d3s0,3,4761,-14250.22071,-14252.6159398,1,100
d3s0,3,4900,-14664.9112701,-14667.3534865,1,100
d3s0,3,4913,-14704.0428607,-14706.4887484,1,100
d3s0,3,5041,-15086.343306,-15088.8448071,1,100
d3s0,3,5184,-15515.1516793,-15517.7782047,1,100
d3s0,3,5329,-15948.077009,-15950.7486312,1,100
d3s0,3,5476,-16389.1162119,-16391.713886,1,100
d3s0,3,5625,-16833.9162914,-16836.5617623,1,100
d3s0,3,5776,-17287.4286736,-17290.0644391,1,100
d3s0,3,5832,-17454.9008093,-17457.5578529,1,100
d3s0,3,5929,-17745.2664601,-17747.9125355,1,100
d3s0,3,6084,-18208.6075396,-18211.2090426,1,100
d3s0,3,6241,-18678.7475828,-18681.3667175,1,100
d3s0,3,6400,-19154.2861213,-19156.8796302,1,100
d3s0,3,6561,-19636.7091273,-19639.306293,1,100
d3s0,3,6724,-20124.7460276,-20127.3562182,1,100
d3s0,3,6859,-20528.5170307,-20531.1766619,1,100
d3s0,3,6889,-20618.7677708,-20621.4283627,1,100
d3s0,3,7056,-21119.2257568,-21121.8352325,1,100
d3s0,3,7225,-21624.0947457,-21626.7069345,1,100
d3s0,3,7396,-22133.3844316,-22136.015695,1,100
d3s0,3,7569,-22651.5309864,-22654.1579537,1,100
d3s0,3,7744,-23173.9265155,-23176.5144162,1,100
d3s0,3,7921,-23704.0919993,-23706.7364327,1,100
d3s0,3,8000,-23939.6318093,-23942.2655154,1,100
d3s0,3,8100,-24240.2835322,-24242.9635459,1,100
d3s0,3,8281,-24783.2999086,-24786.0052615,1,100
d3s0,3,8464,-25331.7969853,-25334.5339734,1,100
d3s0,3,8649,-25883.9555068,-25886.6667952,1,100
d3s0,3,8836,-26443.4601944,-26446.2427545,1,100
d3s0,3,9025,-27010.1456339,-27012.9521855,1,100
d3s0,3,9216,-27581.8481528,-27584.6586117,1,100
d3s0,3,9261,-27716.6666677,-27719.4870243,1,100
d3s0,3,9409,-28158.2077588,-28160.9818137,1,100
d3s0,3,9604,-28741.6464476,-28744.3818907,1,100
d3s0,3,9801,-29332.2631368,-29334.9656226,1,100
d3s0,3,10000,-29929.4806439,-29932.1562668,1,100
d3s0,3,10201,-30531.5224593,-30534.2176846,1,100
d3s0,3,10404,-31138.7676634,-31141.4305819,1,100
d3s0,3,10609,-31752.5904149,-31755.2540628,1,100
d3s0,3,10648,-31869.296705,-31871.9728875,1,100
d3s0,3,10816,-32371.9221046,-32374.5796086,1,100
d3s0,3,11025,-32997.3157833,-32999.9577764,1,100
d3s0,3,11236,-33629.9407865,-33632.6073287,1,100
d3s0,3,11449,-34268.1041177,-34270.7581201,1,100
d3s0,3,11664,-34910.6557905,-34913.263099,1,100
d3s0,3,11881,-35559.2434859,-35561.8345468,1,100
d3s0,3,12100,-36214.5198546,-36217.0794504,1,100
d3s0,3,12167,-36415.6097501,-36418.1571219,1,100
d3s0,3,12321,-36876.1260971,-36878.697101,1,100
d3s0,3,12544,-37541.5630974,-37544.1440903,1,100
d3s0,3,12769,-38215.0022676,-38217.5867223,1,100
d3s0,3,12996,-38895.0898724,-38897.7002252,1,100
d3s0,3,13225,-39582.0312239,-39584.6247321,1,100
d3s0,3,13456,-40273.3912868,-40275.9751168,1,100
d3s0,3,13689,-40970.5369762,-40973.0883958,1,100
d3s0,3,13824,-41374.065955,-41376.6181274,1,100
d3s0,3,13924,-41672.342841,-41674.8892268,1,100
d3s0,3,14161,-42380.6392263,-42383.1335086,1,100
d3s0,3,14400,-43096.7090432,-43099.2493034,1,100
d3s0,3,14641,-43817.8288006,-43820.3935054,1,100
d3s0,3,14884,-44543.0115037,-44545.5571232,1,100
d3s0,3,15129,-45276.4490134,-45278.9884701,1,100
d3s0,3,15376,-46015.3184546,-46017.8426743,1,100
d3s0,3,15625,-46760.440837,-46762.913197,1,100
d3s0,3,15876,-47511.9479397,-47514.4642593,1,100
d3s0,3,16129,-48267.7865602,-48270.2828477,1,100
d3s0,3,16384,-49030.4355902,-49032.9764857,1,100
d3s0,3,16641,-49798.1842915,-49800.7377754,1,100
d3s0,3,16900,-50572.6804657,-50575.2058707,1,100
d3s0,3,17161,-51354.8960629,-51357.3852656,1,100
d3s0,3,17424,-52142.175536,-52144.6533346,1,100
d3s0,3,17576,-52597.0945559,-52599.5642415,1,100
d3s0,3,17689,-52934.4819564,-52936.949171,1,100
d3s0,3,17956,-53732.9065986,-53735.3442172,1,100
d3s0,3,18225,-54536.6893548,-54539.1070545,1,100
d3s0,3,18496,-55344.4372869,-55346.8826349,1,100
d3s0,3,18769,-56161.5116088,-56163.9521013,1,100
d3s0,3,19044,-56984.0023541,-56986.4661962,1,100
d3s0,3,19321,-57813.6780485,-57816.1388028,1,100
d3s0,3,19600,-58649.47679,-58651.9067567,1,100
d3s0,3,19683,-58896.6056259,-58899.0378927,1,100
d3s0,3,19881,-59488.6500633,-59491.0821004,1,100
d3s0,3,20164,-60334.1138729,-60336.5548389,1,100
d3s0,3,20449,-61186.7172476,-61189.1454257,1,100
d3s0,3,20736,-62045.3569325,-62047.7948851,1,100
d3s0,3,21025,-62908.7077681,-62911.1284719,1,100
d3s0,3,21316,-63782.5477406,-63784.9880327,1,100
d3s0,3,21609,-64661.8915935,-64664.3553455,1,100
d3s0,3,21904,-65544.4251048,-65546.9017789,1,100
d3s0,3,21952,-65688.0991172,-65690.5809262,1,100
d3s0,3,22201,-66432.938472,-66435.4431709,1,100
d3s0,3,22500,-67326.3573904,-67328.9230957,1,100
d3s0,3,22801,-68226.3502632,-68228.8968935,1,100
d3s0,3,23104,-69134.5437863,-69137.1179316,1,100
d3s0,3,23409,-70048.0427796,-70050.6348605,1,100
d3s0,3,23716,-70966.1479468,-70968.7661318,1,100
d3s0,3,24025,-71891.3056231,-71893.9299696,1,100
d3s0,3,24336,-72824.7057999,-72827.3554766,1,100
d3s0,3,24389,-72983.6106809,-72986.2561472,1,100
d3s0,3,24649,-73759.5428107,-73762.1912457,1,100
d3s0,3,24964,-74700.7358837,-74703.3762847,1,100
d3s0,3,25281,-75649.965424,-75652.6116791,1,100
d3s0,3,25600,-76602.8733501,-76605.4810407,1,100
d3s0,3,25921,-77561.5344287,-77564.1532767,1,100
d3s0,3,26244,-78528.2929517,-78530.8896195,1,100
d3s0,3,26569,-79499.9411158,-79502.5591511,1,100
d3s0,3,26896,-80476.9206575,-80479.5447158,1,100
d3s0,3,27000,-80788.3536319,-80790.9670497,1,100
d3s0,3,27225,-81462.5121473,-81465.1616133,1,100
d3s0,3,27556,-82450.9990493,-82453.6476503,1,100
d3s0,3,27889,-83450.8679419,-83453.5411565,1,100
d3s0,3,28224,-84452.6455872,-84455.3406553,1,100
d3s0,3,28561,-85463.8531951,-85466.5507258,1,100
d3s0,3,28900,-86479.8427752,-86482.5461835,1,100
d3s0,3,29241,-87500.5626398,-87503.2448495,1,100
d3s0,3,29584,-88526.3604757,-88528.9963152,1,100
d3s0,3,29791,-89146.8362111,-89149.465694,1,100
d3s0,3,29929,-89559.6315374,-89562.2721394,1,100
d3s0,3,30276,-90597.4134926,-90600.1054778,1,100
d3s0,3,30625,-91641.6438015,-91644.3209439,1,100
d3s0,3,30976,-92693.1181217,-92695.7645989,1,100
d3s0,3,31329,-93749.2287698,-93751.8744174,1,100
d3s0,3,31684,-94814.4085485,-94817.0754172,1,100
d3s0,3,32041,-95879.8778316,-95882.5214624,1,100
d3s0,3,32400,-96955.3486076,-96957.9418529,1,100
d3s0,3,32761,-98036.0757242,-98038.6491167,1,100
d3s0,3,32768,-98057.1372056,-98059.71389,1,100
d3s0,3,33124,-99123.640927,-99126.2559275,1,100
d3s0,3,33489,-100215.855431,-100218.459365,1,100
d3s0,3,33856,-101312.585374,-101315.228727,1,100
d3s0,3,34225,-102416.586585,-102419.245497,1,100
d3s0,3,34596,-103527.102651,-103529.750745,1,100
d3s0,3,34969,-104640.80954,-104643.463377,1,100
d3s0,3,35344,-105762.0099,-105764.683562,1,100
d3s0,3,35721,-106889.863225,-106892.549302,1,100
d3s0,3,35937,-107538.305412,-107540.974726,1,100
d3s0,3,36100,-108026.680598,-108029.340121,1,100
d3s0,3,36481,-109167.801528,-109170.475076,1,100
d3s0,3,36864,-110311.559133,-110314.237428,1,100
d3s0,3,37249,-111465.721104,-111468.36432,1,100
d3s0,3,37636,-112621.037107,-112623.699219,1,100
d3s0,3,38025,-113786.681518,-113789.405298,1,100
d3s0,3,38416,-114953.75984,-114956.443074,1,100
d3s0,3,38809,-116130.051867,-116132.743894,1,100
d3s0,3,39204,-117310.694369,-117313.409531,1,100
d3s0,3,39304,-117609.045705,-117611.766692,1,100
d3s0,3,39601,-118496.109718,-118498.812776,1,100
d3s0,3,40000,-119689.910438,-119692.598959,1,100
d3s0,3,40401,-120886.548354,-120889.24317,1,100
d3s0,3,40804,-122090.917787,-122093.604269,1,100
d3s0,3,41209,-123301.374032,-123304.06236,1,100
d3s0,3,41616,-124520.400069,-124523.078854,1,100
d3s0,3,42025,-125743.597759,-125746.292967,1,100
d3s0,3,42436,-126972.368969,-126975.086943,1,100
d3s0,3,42849,-128207.356364,-128210.083143,1,100
d3s0,3,42875,-128285.276281,-128288.005108,1,100
d3s0,3,43264,-129452.026453,-129454.723751,1,100
d3s0,3,43681,-130699.717999,-130702.441369,1,100
d3s0,3,44100,-131955.585043,-131958.358054,1,100
d3s0,3,44521,-133216.016981,-133218.78748,1,100
d3s0,3,44944,-134480.06009,-134482.807221,1,100
d3s0,3,45369,-135752.019958,-135754.801323,1,100
d3s0,3,45796,-137028.006266,-137030.746367,1,100
d3s0,3,46225,-138312.859006,-138315.561693,1,100
d3s0,3,46656,-139602.324007,-139604.981357,1,100
d3s0,3,47089,-140900.008022,-140902.69959,1,100
d3s0,3,47524,-142202.309757,-142205.005085,1,100
d3s0,3,47961,-143510.495557,-143513.205034,1,100
d3s0,3,48400,-144822.351392,-144825.094414,1,100
d3s0,3,48841,-146141.272131,-146144.015104,1,100
d3s0,3,49284,-147467.495601,-147470.263079,1,100
d3s0,3,49729,-148800.546441,-148803.305087,1,100
d3s0,3,50176,-150141.982965,-150144.728027,1,100
d3s0,3,50625,-151484.184677,-151486.953544,1,100
d3s0,3,50653,-151568.325547,-151571.099556,1,100
d3s0,3,51076,-152831.762836,-152834.539785,1,100
d3s0,3,51529,-154185.456153,-154188.228427,1,100
d3s0,3,51984,-155546.579941,-155549.37174,1,100
d3s0,3,52441,-156915.927759,-156918.700458,1,100
d3s0,3,52900,-158290.939164,-158293.726215,1,100
d3s0,3,53361,-159671.997578,-159674.792169,1,100
d3s0,3,53824,-161057.786672,-161060.578198,1,100
d3s0,3,54289,-162449.253792,-162452.04548,1,100
d3s0,3,54756,-163850.560486,-163853.376569,1,100
d3s0,3,54872,-164198.106084,-164200.917832,1,100
d3s0,3,55225,-165251.946104,-165254.763149,1,100
d3s0,3,55696,-166662.306859,-166665.106461,1,100
d3s0,3,56169,-168076.717456,-168079.490471,1,100
d3s0,3,56644,-169499.201608,-169501.987904,1,100
d3s0,3,57121,-170925.59545,-170928.391406,1,100
d3s0,3,57600,-172361.188667,-172363.980433,1,100
d3s0,3,58081,-173800.247912,-173803.010485,1,100
d3s0,3,58564,-175246.152118,-175248.930504,1,100
d3s0,3,59049,-176698.470506,-176701.224022,1,100
d3s0,3,59319,-177506.254544,-177509.01763,1,100
d3s0,3,59536,-178153.60839,-178156.352541,1,100
d3s0,3,60025,-179617.633479,-179620.392642,1,100
